fighter,odds,ev,current_lose_streak,current_win_streak,draw,avg_SIG_STlanded,avg_SIG_STpct,avg_SUB_ATT,avg_TD_landed,avg_TD_pct,longest_win_streak,losses,total_rounds_fought,total_title_bouts,win_by_Decision_Majority,win_by_Decision_Split,win_by_Decision_Unanimous,win_by_KO/TKO,win_by_Submission,win_by_TKO_Doctor_Stoppage,wins,Stance,Height_cms,Reach_cms,Weight_lbs,age,finish_rate,decision_rate,win_rate,avg_SIG_STR_landed,avg_SIG_STR_pct,avg_SUATT
Mana Martinez,210.0,210.0,0,1,0,4.33,0.48,0.5,0.72,0.42,1,2,10,0,0,2,0,0,0,0,2,Orthodox,177.8,177.8,135,26,0.0,1.0,0.5,,,
Mandy Bohm,-110.0,90.9091,1,0,0,2.51,0.45,0.7,0.72,0.18,0,1,3,0,0,0,0,0,0,0,0,Orthodox,170.18,180.34,125,32,0.0,0.0,0.0,,,
Manel Kape,-220.0,45.4545,0,1,0,5.04,0.56,0.3,0.4,0.3,4,3,20,0,0,0,2,3,0,0,5,Southpaw,165.1,172.72,125,31,0.6,0.4,0.625,,,
Manny Bermudez,-170.0,58.8235,0,3,0,2.92,0.61,3.1,3.06,0.54,3,0,4,0,0,0,0,0,3,0,3,Orthodox,177.8,180.34,145,25,1.0,0.0,1.0,,,
Manoel Sousa,-270.0,37.037,0,1,0,,,,0.0,0.0,1,0,3,0,0,0,0,1,0,0,1,Orthodox,175.26,177.8,155,28,1.0,0.0,1.0,4.15,0.45,1.6
Manolo Zecchini,295.0,295.0,0,0,0,,,,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,172.72,172.72,145,26,0.0,0.0,0.0,2.34,0.21,0.0
Manon Fiorot,-230.0,43.4783,1,0,0,5.66,0.42,0.0,1.05,0.29,7,1,26,1,0,0,5,2,0,0,7,Orthodox,170.18,165.1,125,35,0.2857142857142857,0.7142857142857143,0.875,,,
Mansur Abdul-Malik,-158.0,63.2911,0,4,1,3.28,0.44,0.3,1.65,0.41,3,0,9,0,0,0,0,3,1,0,4,Orthodox,187.96,203.2,185,28,1.0,0.0,1.0,,,
Mantas Kondratavicius,-750.0,13.3333,0,1,0,4.97,0.65,0.9,2.8,0.6,1,0,1,0,0,0,0,1,0,0,1,Orthodox,187.96,190.5,185,26,1.0,0.0,1.0,,,
Manuel Rodriguez,215.0,215.0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,175.26,172.72,170,27,0.0,0.0,0.0,,,
Manuel Torres,-124.0,80.6452,1,0,0,7.29,0.59,0.9,1.72,0.66,4,1,5,0,0,0,0,3,1,0,4,Switch,177.8,185.42,155,30,1.0,0.0,0.8,,,
Manvel Gamburyan,145.0,145.0,2,0,0,19.6364,0.404,0.4545,2.0909,0.36,2,7,26,1,0,0,2,0,2,0,4,Orthodox,165.1,170.18,135,33,0.5,0.5,0.36363636363636365,,,
MarQuel Mederos,-154.0,64.9351,0,3,0,4.84,0.56,0.0,0.0,0.0,3,0,7,0,0,1,1,1,0,0,3,Orthodox,177.8,175.26,155,28,0.3333333333333333,0.6666666666666666,1.0,,,
Mara Romero Borella,230.0,230.0,3,0,0,2.54,0.37,0.2,1.66,0.43,1,4,14,0,0,1,0,0,1,0,2,Orthodox,167.64,175.26,125,34,0.5,0.5,0.3333333333333333,,,
Marc Diakiese,160.0,160.0,1,0,0,2.54,0.4,0.0,3.29,0.43,3,6,34,0,0,0,5,2,0,0,7,Orthodox,177.8,185.42,155,30,0.2857142857142857,0.7142857142857143,0.5384615384615384,,,
Marc-Andre Barriault,-162.0,61.7284,3,0,0,5.65,0.47,0.1,0.34,0.28,2,8,32,0,0,0,2,2,1,0,5,Orthodox,185.42,187.96,185,35,0.6,0.4,0.38461538461538464,,,
Marcel Fortuna,-255.0,39.2157,1,0,0,,,,0.0,0.0,1,1,4,0,0,0,0,1,0,0,1,Orthodox,185.42,187.96,205,32,1.0,0.0,0.5,34.0,0.505,0.0
Marcelo Golm,-265.0,37.7358,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,190.5,190.5,249,25,0.0,0.0,0.0,,,
Marcelo Guimaraes,170.0,170.0,1,0,0,55.0,0.555,0.0,1.0,0.08,1,1,5,0,0,1,0,0,0,0,1,Orthodox,182.88,185.42,185,31,0.0,1.0,0.5,,,
Marcelo Rojo,135.0,135.0,2,0,0,4.92,0.39,0.0,0.46,0.5,0,2,6,0,0,0,0,0,0,0,0,Orthodox,172.72,180.34,145,34,0.0,0.0,0.0,,,
Marcin Bandel,135.0,135.0,1,0,0,3.0,0.42,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,Orthodox,177.8,177.8,155,25,0.0,0.0,0.0,,,
Marcin Held,-355.0,28.169,3,0,0,28.0,0.37,0.6667,3.0,0.667,0,3,9,0,0,0,0,0,0,0,0,Orthodox,175.26,180.34,155,25,0.0,0.0,0.0,,,
Marcin Prachnio,-125.0,80.0,0,2,0,5.57,0.54,0.0,0.15,0.2,2,3,8,0,0,0,1,1,0,0,2,Orthodox,190.5,187.96,205,33,0.5,0.5,0.4,,,
Marcin Tybura,-104.0,96.1538,1,0,0,3.56,0.48,0.1,1.3,0.33,5,9,55,0,1,0,7,5,1,0,14,Orthodox,190.5,198.12,249,40,0.42857142857142855,0.5714285714285714,0.6086956521739131,,,
Marcin Wrzosek,-125.0,80.0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,175.26,178.0,155,28,0.0,0.0,0.0,,,
Marcio Alexandre Junior,160.0,160.0,1,0,0,8.0,0.38,0.0,0.0,0.0,0,1,3,1,0,0,0,0,0,0,0,Southpaw,182.88,190.5,185,25,0.0,0.0,0.0,,,
Marco Beltran,-135.0,74.0741,0,3,0,27.0,0.413,0.3333,0.6667,0.417,3,0,8,0,0,1,1,0,1,0,3,Orthodox,172.72,175.26,125,30,0.3333333333333333,0.6666666666666666,1.0,,,
Marco Polo Reyes,-105.0,95.2381,2,0,0,6.0,0.37,0.0,0.0,0.0,3,3,12,0,0,1,0,3,0,0,4,Orthodox,180.34,180.34,155,34,0.75,0.25,0.5714285714285714,,,
Marco Tulio,-500.0,20.0,0,2,0,6.69,0.58,0.3,1.42,0.26,2,0,5,0,0,0,1,1,0,0,2,Orthodox,182.88,187.96,185,30,0.5,0.5,1.0,,,
Marcos Mariano,325.0,325.0,1,0,0,,,,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,Switch,185.42,193.04,155,32,0.0,0.0,0.0,0.25,0.27,0.0
Marcos Rogerio De Lima,-150.0,66.6667,1,0,0,,,,0.78,0.6,2,5,16,0,0,1,1,3,1,0,5,Orthodox,185.42,190.5,253,34,0.8,0.4,0.5,3.55,0.54,0.8
Marcos Rogerio de Lima,-230.0,43.4783,1,0,0,3.7,0.57,0.5,1.4,0.45,2,8,30,0,0,0,3,5,2,0,10,Orthodox,185.42,190.5,253,38,0.7,0.3,0.5555555555555556,,,
Marcos Vinicius,315.0,315.0,1,0,0,16.0,0.37,0.5,0.0,0.0,1,1,5,0,0,0,0,1,0,0,1,Orthodox,175.26,177.8,125,33,1.0,0.0,0.5,,,
Marcus Brimage,130.0,130.0,1,0,0,44.2857,0.326,0.0,0.4286,0.286,3,3,17,0,0,1,2,1,0,0,4,Southpaw,162.56,180.34,135,30,0.25,0.75,0.5714285714285714,,,
Marcus Buchecha,-255.0,39.2157,0,0,0,,,,2.0,0.16,0,0,0,0,0,0,0,0,0,0,0,Orthodox,187.96,195.58,255,35,0.0,0.0,0.0,1.7,0.49,0.0
Marcus Davis,-440.0,22.7273,2,0,0,23.0,0.498,0.9167,0.9167,0.313,6,4,23,0,0,1,1,2,4,0,8,Southpaw,177.8,177.8,170,36,0.75,0.25,0.6666666666666666,,,
Marcus LeVesseur,-140.0,71.4286,0,1,0,30.0,0.59,0.5,2.5,0.71,1,1,4,0,0,1,0,0,0,0,1,Southpaw,175.26,177.8,155,30,0.0,1.0,0.5,,,
Marcus McGhee,-250.0,40.0,0,2,0,5.43,0.51,0.8,0.84,0.33,2,0,3,0,0,0,0,1,1,0,2,Orthodox,172.72,175.26,135,33,1.0,0.0,1.0,,,
Marek Bujlo,190.0,190.0,0,0,0,2.07,0.38,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,193.04,195.58,265,33,0.0,0.0,0.0,,,
Maria Oliveira,235.0,235.0,2,0,0,5.03,0.38,0.0,0.95,0.44,0,2,4,0,0,0,0,0,0,0,0,Orthodox,167.64,175.26,115,25,0.0,0.0,0.0,,,
Marina Rodriguez,220.0,220.0,2,0,2,4.51,0.46,0.3,0.27,0.5,4,5,45,0,0,1,4,3,0,0,8,Orthodox,167.64,165.1,115,38,0.375,0.625,0.6153846153846154,,,
Mario Bautista,-126.0,79.3651,1,0,0,5.3,0.48,0.8,1.91,0.38,8,3,29,0,0,1,5,1,3,0,10,Switch,175.26,175.26,135,32,0.4,0.6,0.7692307692307693,,,
Mario Miranda,175.0,175.0,1,0,0,24.0,0.467,0.0,1.0,0.333,1,2,6,0,0,0,0,1,0,0,1,Orthodox,190.5,187.96,185,31,1.0,0.0,0.3333333333333333,,,
Mario Pinto,-900.0,11.1111,0,3,0,2.85,0.69,0.9,2.38,0.26,3,0,5,0,0,0,0,3,0,0,3,Orthodox,195.58,200.66,265,28,1.0,0.0,1.0,,,
Marion Reneau,155.0,155.0,4,0,1,3.2,0.41,0.8,0.62,0.63,2,6,33,0,0,0,1,2,2,0,5,Orthodox,167.64,172.72,135,44,0.8,0.2,0.45454545454545453,,,
Mariya Agapova,135.0,135.0,1,0,0,4.43,0.54,0.8,0.55,0.66,1,3,11,0,0,0,0,0,2,0,2,Southpaw,167.64,172.72,125,25,1.0,0.0,0.4,,,
Mark Bocek,-660.0,15.1515,1,0,0,23.0833,0.409,1.0833,2.75,0.522,3,5,28,0,0,0,3,0,4,0,7,Orthodox,172.72,190.5,155,32,0.5714285714285714,0.42857142857142855,0.5833333333333334,,,
Mark Choinski,130.0,130.0,0,0,0,,,,2.0,0.18,0,0,0,0,0,0,0,0,0,0,0,Orthodox,172.72,175.26,155,29,0.0,0.0,0.0,3.87,0.5,0.0
Mark De La Rosa,205.0,205.0,2,0,0,3.05,0.36,0.3,0.77,0.17,2,3,13,0,0,1,0,0,1,0,2,Orthodox,167.64,165.1,135,25,0.5,0.5,0.4,,,
Mark Eddiva,320.0,320.0,1,0,0,51.5,0.48,0.0,2.0,0.2,1,1,5,0,0,0,1,0,0,0,1,Orthodox,172.72,172.72,145,29,0.0,1.0,0.5,,,
Mark Godbeer,220.0,220.0,0,2,0,33.3333,0.4,0.0,0.0,0.0,2,1,5,0,0,0,1,0,0,0,2,Orthodox,193.04,195.58,240,34,0.0,0.5,0.6666666666666666,,,
Mark Holst,160.0,160.0,1,0,0,,,,1.0,1.0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,182.88,190.0,155,25,0.0,0.0,0.0,2.0,0.12,3.0
Mark Hominick,-280.0,35.7143,3,0,0,42.5,0.352,0.1667,0.1667,0.083,3,3,15,1,0,0,1,1,1,0,3,Orthodox,172.72,172.72,145,30,0.6666666666666666,0.3333333333333333,0.5,,,
Mark Hunt,-110.0,90.9091,2,0,0,27.0588,0.417,0.0588,0.4118,0.2,4,9,43,1,0,0,1,7,0,0,8,Orthodox,177.8,182.88,265,44,0.875,0.125,0.47058823529411764,,,
Mark Madsen,-215.0,46.5116,0,1,0,18.33,0.75,0.0,12.5,0.5,1,0,1,0,0,0,0,1,0,0,1,Orthodox,172.72,182.88,155,35,1.0,0.0,1.0,,,
Mark Munoz,115.0,115.0,3,0,0,25.6429,0.381,0.3571,1.3571,0.219,4,6,27,0,0,1,3,4,0,0,8,Orthodox,182.88,182.88,185,37,0.5,0.5,0.5714285714285714,,,
Mark Scanlon,190.0,190.0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,175.26,177.8,170,27,0.0,0.0,0.0,,,
Mark Striegl,175.0,175.0,1,0,0,,,,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,Southpaw,172.72,177.8,145,33,0.0,0.0,0.0,1.4,0.45,0.0
Markus Perez,133.0,133.0,1,0,0,2.75,0.48,1.1,1.08,0.26,1,3,12,0,0,0,0,0,2,0,2,Orthodox,185.42,185.42,185,32,1.0,0.0,0.4,,,
Marlon Moraes,230.0,230.0,3,0,0,3.37,0.4,0.3,0.87,0.41,4,5,20,1,0,2,0,2,1,0,5,Orthodox,167.64,170.18,135,33,0.6,0.4,0.5,,,
Marlon Vera,265.0,265.0,3,0,0,4.18,0.47,0.8,0.47,0.39,5,10,72,1,0,0,4,7,4,0,15,Switch,172.72,177.8,135,33,0.7333333333333333,0.26666666666666666,0.6,,,
Marnic Mann,280.0,280.0,2,0,0,1.47,0.41,0.4,1.9,0.33,0,2,5,0,0,0,0,0,0,0,0,Southpaw,152.4,162.56,115,31,0.0,0.0,0.0,,,
Martin Bravo,-145.0,68.9655,2,0,0,7.66,0.39,0.0,2.6,0.35,1,2,6,0,0,0,0,1,0,0,1,Southpaw,172.72,180.34,145,26,1.0,0.0,0.3333333333333333,,,
Martin Buday,210.0,210.0,0,2,0,4.39,0.53,0.1,0.15,0.2,5,1,19,0,0,2,3,1,1,0,7,Orthodox,193.04,195.58,265,33,0.2857142857142857,0.7142857142857143,0.875,,,
Martin Day,-167.0,59.8802,3,0,0,5.39,0.45,0.7,0.7,0.5,0,3,9,0,0,0,0,0,0,0,0,Orthodox,177.8,185.42,135,32,0.0,0.0,0.0,,,
Martin Kampmann,255.0,255.0,1,0,0,,,,0.8125,0.3,4,5,32,0,0,2,2,2,5,0,11,Orthodox,182.88,182.88,170,31,0.6363636363636364,0.36363636363636365,0.6875,28.6875,0.409,1.3125
Martin Sano,385.0,385.0,0,0,0,,,,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,180.34,190.5,170,30,0.0,0.0,0.0,4.0,0.33,0.0
Martin Svensson,-105.0,95.2381,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Southpaw,185.42,182.88,155,30,0.0,0.0,0.0,,,
Marvin Vettori,-130.0,76.9231,3,0,1,4.74,0.45,0.4,1.41,0.43,5,7,59,1,0,0,7,0,2,0,9,Southpaw,182.88,187.96,185,32,0.2222222222222222,0.7777777777777778,0.5625,,,
Marwan Rahiki,-320.0,31.25,0,1,0,7.73,0.52,0.9,0.0,0.0,1,0,2,0,0,0,0,1,0,0,1,Orthodox,172.72,182.88,145,23,1.0,0.0,1.0,,,
Maryna Moroz,145.0,145.0,0,2,0,4.42,0.33,0.6,0.7,0.24,2,3,22,0,0,1,3,0,1,0,5,Orthodox,170.18,170.18,125,30,0.2,0.8,0.625,,,
Masanori Kanehara,450.0,450.0,1,0,0,,,,1.0,0.25,1,1,6,0,0,0,1,0,0,0,1,Orthodox,170.18,170.18,135,33,0.0,1.0,0.5,28.0,0.5,1.0
Masio Fullen,105.0,105.0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,177.8,177.8,145,28,0.0,0.0,0.0,,,
Mason Jones,-138.0,72.4638,0,2,0,5.98,0.42,0.2,3.48,0.55,2,2,16,0,0,0,2,1,0,0,3,Orthodox,177.8,187.96,155,30,0.3333333333333333,0.6666666666666666,0.6,,,
Mateus Mendonca,-135.0,74.0741,2,0,0,,,,2.54,0.27,1,2,5,0,0,0,0,1,0,0,1,Orthodox,167.64,180.34,125,25,1.0,0.0,0.3333333333333333,1.66,0.4,0.4
Mateusz Gamrot,-154.0,64.9351,1,0,0,3.29,0.51,0.1,5.15,0.37,4,3,27,0,0,1,2,3,1,0,7,Southpaw,177.8,177.8,155,34,0.5714285714285714,0.42857142857142855,0.7,,,
Mateusz Rebecki,-240.0,41.6667,0,1,0,5.21,0.46,0.5,3.38,0.52,4,1,13,0,0,1,1,1,2,0,5,Southpaw,170.18,167.64,155,32,0.6,0.4,0.8333333333333334,,,
Matheus Camilo,-174.0,57.4713,1,0,0,,,,4.43,0.53,0,1,2,0,0,0,0,0,0,0,0,Orthodox,177.8,175.26,155,24,0.0,0.0,0.0,2.19,0.43,0.6
Matheus Nicolau,205.0,205.0,2,0,0,3.31,0.51,0.8,1.22,0.43,4,3,24,0,0,2,3,1,1,0,7,Orthodox,167.64,167.64,125,31,0.2857142857142857,0.7142857142857143,0.7,,,
Mats Nilsson,185.0,185.0,1,0,0,,,,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,Orthodox,185.42,187.96,170,31,0.0,0.0,0.0,25.0,0.44,0.0
Matt Bessette,-125.0,80.0,1,0,0,43.0,0.29,0.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,177.8,177.8,145,33,0.0,0.0,0.0,,,
Matt Brown,190.0,190.0,1,0,0,3.76,0.55,1.3,1.68,0.46,7,13,66,0,0,0,2,12,2,0,16,Orthodox,182.88,190.5,170,42,0.875,0.125,0.5517241379310345,,,
Matt Dwyer,125.0,125.0,1,0,0,14.0,0.197,0.0,0.0,0.0,1,2,5,0,0,0,0,1,0,0,1,Orthodox,193.04,193.04,170,26,1.0,0.0,0.3333333333333333,,,
Matt Frevola,180.0,180.0,0,3,1,3.71,0.42,0.9,2.59,0.4,3,3,19,0,0,1,1,3,1,0,6,Orthodox,175.26,180.34,155,33,0.6666666666666666,0.3333333333333333,0.6666666666666666,,,
Matt Grice,365.0,365.0,0,1,0,,,,1.3333,0.428,1,4,10,0,0,1,1,0,0,0,2,Orthodox,172.72,177.8,145,31,0.0,1.0,0.3333333333333333,28.3333,0.518,0.3333
Matt Hamill,-340.0,29.4118,2,0,0,31.3077,0.405,0.0,1.6923,0.424,5,4,28,0,1,0,2,5,0,0,9,Orthodox,185.42,193.04,205,35,0.5555555555555556,0.3333333333333333,0.6923076923076923,,,
Matt Hobar,220.0,220.0,0,1,0,,,,3.0,0.33,1,1,4,0,0,0,1,0,0,0,1,Southpaw,177.8,177.8,135,27,0.0,1.0,0.5,35.0,0.44,0.0
Matt Hughes,350.0,350.0,1,0,0,21.5417,0.532,0.6667,1.9583,0.508,6,6,50,12,0,0,5,6,5,2,18,Switch,175.26,185.42,170,37,0.6111111111111112,0.2777777777777778,0.75,,,
Matt Lucas,110.0,110.0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,185.42,185.0,205,38,0.0,0.0,0.0,,,
Matt Mitrione,116.0,116.0,0,1,0,25.9,0.536,0.4,0.0,0.0,5,3,17,0,0,0,1,6,0,0,7,Switch,190.5,200.66,265,36,0.8571428571428571,0.14285714285714285,0.7,,,
Matt Sayles,-140.0,71.4286,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,170.18,172.72,145,24,0.0,0.0,0.0,,,
Matt Schnell,380.0,380.0,0,1,0,4.07,0.4,1.2,0.6,0.45,4,7,29,0,0,2,2,0,3,0,7,Orthodox,172.72,177.8,125,35,0.42857142857142855,0.5714285714285714,0.5,,,
Matt Serra,125.0,125.0,0,1,0,16.0769,0.369,0.7692,1.7692,0.294,2,6,32,3,1,1,2,2,1,0,7,Orthodox,167.64,172.72,170,36,0.42857142857142855,0.5714285714285714,0.5384615384615384,,,
Matt Van Buren,215.0,215.0,1,0,0,2.0,0.2,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0,0,Orthodox,195.58,193.04,205,28,0.0,0.0,0.0,,,
Matt Veach,-260.0,38.4615,1,0,0,,,,2.0,0.33,1,1,3,0,0,0,0,1,0,0,1,Orthodox,180.34,176.53,155,28,1.0,0.0,0.5,9.5,0.285,0.0
Matt Wiman,310.0,310.0,2,0,0,3.18,0.5,1.5,2.14,0.37,4,7,39,0,0,0,5,2,3,0,10,Orthodox,177.8,172.72,155,37,0.5,0.5,0.5882352941176471,,,
Matthew Lopez,-110.0,90.9091,1,0,0,30.25,0.518,0.75,2.0,0.77,2,2,10,0,0,0,1,1,0,0,2,Southpaw,170.18,175.26,135,31,0.5,0.5,0.5,,,
Matthew Riddle,-220.0,45.4545,1,0,0,43.5,0.511,0.6,3.3,0.563,3,4,29,0,0,1,3,1,0,0,6,Southpaw,185.42,187.96,170,26,0.16666666666666666,0.6666666666666666,0.6,,,
Matthew Semelsberger,,,3,0,0,3.77,0.42,0.4,1.01,0.57,2,5,26,0,0,0,3,2,0,0,5,Switch,185.42,190.5,170,31,0.4,0.6,0.5,,,
Maurice Greene,157.0,157.0,1,0,0,3.28,0.45,0.4,0.0,0.0,3,3,13,0,0,1,0,1,2,0,4,Orthodox,200.66,203.2,258,34,0.75,0.25,0.5714285714285714,,,
Mauricio Rua,165.0,165.0,2,0,1,3.57,0.5,0.7,2.01,0.48,8,13,84,4,0,2,3,21,1,0,27,Orthodox,185.42,193.04,205,41,0.8148148148148148,0.18518518518518517,0.675,,,
Mauricio Ruffy,-1000.0,10.0,0,2,0,4.7,0.59,0.0,0.0,0.0,2,0,4,0,0,0,0,2,0,0,2,Orthodox,180.34,190.5,155,28,1.0,0.0,1.0,,,
Max Gimenis,340.0,340.0,0,0,0,,,,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,187.96,190.5,256,32,0.0,0.0,0.0,3.21,0.42,0.0
Max Griffin,230.0,230.0,1,0,0,3.76,0.47,0.3,1.28,0.4,3,9,47,0,1,2,2,3,0,0,8,Orthodox,180.34,193.04,170,39,0.375,0.625,0.47058823529411764,,,
Max Holloway,-196.0,51.0204,0,1,0,6.91,0.48,0.3,0.23,0.53,13,8,106,10,0,1,9,11,2,0,23,Orthodox,180.34,175.26,155,34,0.5652173913043478,0.43478260869565216,0.7419354838709677,,,
Max Rohskopf,-185.0,54.0541,0,0,0,,,,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,185.42,187.96,155,25,0.0,0.0,0.0,0.0,0.0,0.0
Maxim Grishin,-122.0,81.9672,0,1,0,,,,0.21,0.16,1,2,11,0,0,0,1,1,0,0,2,Orthodox,190.5,198.12,205,39,0.5,0.5,0.5,3.26,0.52,0.0
Maximo Blanco,-125.0,80.0,0,3,0,45.0,0.474,0.1429,1.4286,0.39,3,3,17,0,0,0,3,1,0,0,4,Orthodox,172.72,180.34,145,32,0.25,0.75,0.5714285714285714,,,
Maycee Barber,-220.0,45.4545,0,6,0,4.56,0.53,0.1,1.56,0.45,6,2,31,0,0,2,3,5,0,0,10,Switch,165.1,165.1,125,27,0.5,0.5,0.8333333333333334,,,
Mayra Bueno Silva,184.0,184.0,3,0,1,3.71,0.56,1.3,0.51,0.23,3,5,30,1,0,0,1,0,5,0,6,Orthodox,167.64,167.64,135,34,0.8333333333333334,0.16666666666666666,0.5454545454545454,,,
Megan Anderson,-245.0,40.8163,0,1,0,1.8,0.46,0.6,0.64,0.5,1,2,6,0,0,0,0,1,1,0,2,Orthodox,182.88,182.88,145,30,1.0,0.0,0.5,,,
Mehdi Baghdad,110.0,110.0,1,0,0,,,,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,Orthodox,185.42,190.5,155,31,0.0,0.0,0.0,1.0,0.2,0.0
Melinda Fabian,150.0,150.0,1,0,0,,,,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,167.64,167.64,125,30,0.0,0.0,0.0,49.0,0.41,0.0
Melissa Croden,116.0,116.0,0,1,0,4.1,0.48,0.0,1.02,0.5,1,0,3,0,0,0,0,1,0,0,1,Orthodox,175.26,172.72,135,34,1.0,0.0,1.0,,,
Melissa Gatto,,,2,0,0,,,,1.47,0.28,2,2,11,0,0,0,0,2,0,0,2,Orthodox,165.1,175.26,135,28,1.0,0.0,0.5,3.78,0.49,0.5
Melissa Martinez,-155.0,64.5161,1,0,0,3.9,0.52,0.0,0.5,0.5,0,1,3,0,0,0,0,0,0,0,0,Southpaw,157.48,167.64,115,27,0.0,0.0,0.0,,,
Melissa Mullins,,,1,0,0,3.43,0.56,0.0,1.53,0.37,1,1,5,0,0,0,1,0,0,0,1,Orthodox,170.18,172.72,135,33,0.0,1.0,0.5,,,
Melquizael Costa,-164.0,60.9756,0,4,0,4.38,0.49,1.1,2.0,0.4,4,2,17,0,0,0,3,0,2,0,5,Southpaw,177.8,180.34,145,29,0.4,0.6,0.7142857142857143,,,
Melsik Baghdasaryan,-400.0,25.0,0,2,0,5.28,0.61,0.0,0.0,0.0,2,0,5,0,0,0,1,1,0,0,2,Southpaw,175.26,177.8,145,29,0.5,0.5,1.0,,,
Melvin Guillard,-140.0,71.4286,1,0,0,17.8333,0.409,0.0556,0.7778,0.347,5,7,29,0,0,2,2,6,0,1,11,Orthodox,175.26,172.72,155,29,0.5454545454545454,0.36363636363636365,0.6111111111111112,,,
Merab Dvalishvili,-375.0,26.6667,0,14,0,4.42,0.41,0.3,5.97,0.35,14,2,55,4,0,0,12,1,1,0,14,Orthodox,167.64,172.72,135,34,0.14285714285714285,0.8571428571428571,0.875,,,
Michael Aswell Jr.,180.0,180.0,0,1,0,,,,0.32,1.0,1,2,7,0,0,0,0,1,0,0,1,Orthodox,172.72,175.26,145,25,1.0,0.0,0.3333333333333333,7.79,0.42,0.0
Michael Bisping,243.0,243.0,1,0,0,55.7143,0.383,0.1786,0.9286,0.239,5,8,78,4,0,2,8,10,0,0,20,Orthodox,185.42,190.5,185,38,0.5,0.5,0.7142857142857143,,,
Michael Chandler,142.0,142.0,2,0,0,4.04,0.49,0.6,1.96,0.41,3,4,19,1,0,0,0,3,1,0,4,Orthodox,172.72,180.34,155,38,1.0,0.0,0.5,,,
Michael Chiesa,-901.0,11.0988,0,3,0,2.02,0.4,1.0,3.11,0.47,4,7,47,1,0,0,6,0,8,0,14,Southpaw,185.42,190.5,170,38,0.5714285714285714,0.42857142857142855,0.6666666666666666,,,
Michael Graves,160.0,160.0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,177.8,180.34,170,24,0.0,0.0,0.0,,,
Michael Johnson,,,0,2,0,4.27,0.39,0.0,0.57,0.38,4,15,76,1,0,1,8,6,0,0,15,Southpaw,177.8,185.42,155,39,0.4,0.6,0.5,,,
Michael Kuiper,125.0,125.0,0,1,0,43.0,0.53,0.0,0.5,0.25,1,1,5,0,0,0,0,1,0,0,1,Orthodox,182.88,185.42,185,23,1.0,0.0,0.5,,,
Michael McBride,240.0,240.0,1,0,0,,,,0.0,0.0,0,1,2,0,0,0,0,0,0,0,0,Orthodox,185.42,190.5,155,31,0.0,0.0,0.0,16.0,0.51,0.0
Michael McDonald,-115.0,86.9565,0,1,0,25.25,0.41,0.875,0.75,0.188,4,2,18,1,0,1,1,2,2,0,6,Orthodox,175.26,177.8,135,25,0.6666666666666666,0.3333333333333333,0.75,,,
Michael Morales,-360.0,27.7778,0,4,0,5.42,0.48,0.0,1.16,0.41,4,0,10,0,0,0,2,2,0,0,4,Orthodox,182.88,200.66,170,24,0.5,0.5,1.0,,,
Michael Page,-178.0,56.1798,0,2,0,2.28,0.58,0.0,0.19,0.16,2,1,12,0,0,0,3,0,0,0,3,Switch,190.5,200.66,170,38,0.0,1.0,0.75,,,
Michael Trizano,160.0,160.0,2,0,0,3.63,0.53,0.5,0.36,0.66,2,3,17,1,0,2,1,0,0,0,3,Orthodox,180.34,180.34,145,30,0.0,1.0,0.5,,,
Michal Figlak,-175.0,57.1429,1,0,0,,,,0.5,0.12,0,1,3,0,0,0,0,0,0,0,0,Orthodox,177.8,177.8,155,27,0.0,0.0,0.0,4.0,0.39,0.0
Michal Oleksiejczuk,-490.0,20.4082,0,2,0,5.85,0.53,0.0,1.02,0.42,2,7,27,0,0,1,0,8,0,0,9,Southpaw,182.88,187.96,185,30,0.8888888888888888,0.1111111111111111,0.5625,,,
